feature_politeness_==Please==,feature_politeness_==Please_start==,feature_politeness_==HASHEDGE==,feature_politeness_==Indirect_(btw)==,feature_politeness_==Hedges==,feature_politeness_==Factuality==,feature_politeness_==Deference==,feature_politeness_==Gratitude==,feature_politeness_==Apologizing==,feature_politeness_==1st_person_pl.==,feature_politeness_==1st_person==,feature_politeness_==1st_person_start==,feature_politeness_==2nd_person==,feature_politeness_==2nd_person_start==,feature_politeness_==Indirect_(greeting)==,feature_politeness_==Direct_question==,feature_politeness_==Direct_start==,feature_politeness_==HASPOSITIVE==,feature_politeness_==HASNEGATIVE==,feature_politeness_==SUBJUNCTIVE==,feature_politeness_==INDICATIVE==,msg_id,HITId,Input.sentence_id,Input.convo_id,Input.train_test_val,Input.msg_id,Input.timestamp,Input.full_text,Input.speaker,Input.reply_to,Input.speaker_intention,Input.reciever_perception,Input.reciever,Input.absolute_message_index,Input.relative_message_index,Input.year,Input.game_score_speaker,Input.game_score_receiver,Input.game_score_delta,Input.deception_quadrant,Input.num_words,Input.num_characters,Input.sno,Input.sno1,Input.similar_text_id,affcon_gamemove,affcon_reasoning,affcon_rapport,affcon_shareinformation,WC,Analytic,Clout,Authentic,Tone,WPS,Sixltr,Dic,function,pronoun,ppron,i,we,you,shehe,they,ipron,article,prep,auxverb,adverb,conj,negate,verb,adj,compare,interrog,number,quant,affect,posemo,negemo,anx,anger,sad,social,family,friend,female,male,cogproc,insight,cause,discrep,tentat,certain,differ,percept,see,hear,feel,bio,body,health,sexual,ingest,drives,affiliation,achieve,power,reward,risk,focuspast,focuspresent,focusfuture,relativ,motion,space,time,work,leisure,home,money,relig,death,informal,swear,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,Colon,SemiC,QMark,Exclam,Dash,Quote,Apostro,Parenth,OtherP
0,0,1,0,1,0,0,0,0,1,1,1,1,1,0,0,0,1,1,0,0,Game1-england-italy-120,360ZO6N6J1JOS4FGYI1MXHQRY4HM9E,1299,Game1-england-italy,Train,Game1-england-italy-120,1267,"It's impossible to breach, I've checked it, and I can keep making those orders for years and years.",england-Game1,Game1-england-italy-119,Truth,Truth,italy-Game1,1267,120,1905,5,3,-2,Straightforward,18,99,28,11.0,16357,1.0,1.0,1.0,1.0,18,4.69,13.32,23.51,25.77,18.00,11.11,88.89,55.56,27.78,11.11,11.11,0.00,0.00,0.00,0.00,16.67,0.00,11.11,16.67,0.00,11.11,0.00,22.22,5.56,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.11,0.00,5.56,5.56,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.56,0.00,0.00,5.56,0.00,0.00,0.00,22.22,0.00,11.11,0.00,0.00,11.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,27.78,5.56,11.11,0.00,0.00,0.00,0.00,0.00,0.00,11.11,0.00,0.00
0,0,1,0,1,0,0,0,0,1,1,1,1,1,0,0,0,1,1,0,0,Game1-england-italy-120,3FCO4VKOZ4DM2XZA2NFJ6DUCUC47E0,1298,Game1-england-italy,Train,Game1-england-italy-120,1267,"It's pretty easy since Italy let me into Marseilles, I can support the hold in Marseilles and Marseilles can support MAO to Spain SC.",england-Game1,Game1-england-italy-119,Truth,Truth,italy-Game1,1267,120,1905,5,3,-2,Straightforward,24,133,69,8.0,19914,1.0,1.0,1.0,1.0,24,72.69,20.24,48.89,99.00,24.00,20.83,66.67,50.00,12.50,8.33,8.33,0.00,0.00,0.00,0.00,4.17,4.17,16.67,16.67,0.00,4.17,0.00,16.67,4.17,0.00,0.00,0.00,0.00,16.67,16.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.33,0.00,4.17,0.00,4.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.83,0.00,12.50,0.00,8.33,4.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.50,4.17,4.17,0.00,0.00,0.00,0.00,0.00,0.00,4.17,0.00,0.00
0,0,1,0,1,0,0,0,0,1,1,1,1,1,0,0,0,1,1,0,0,Game1-england-italy-120,3IHWR4LC7DD2IG6F8BXG5SOZXPG8IW,1306,Game1-england-italy,Train,Game1-england-italy-120,1267,"I can send you past the MAO into West Med, where you can start taking dots like Tunis or Naples.",england-Game1,Game1-england-italy-119,Truth,Truth,italy-Game1,1267,120,1905,5,3,-2,Straightforward,20,96,26,4.0,12925,1.0,1.0,1.0,1.0,20,52.71,93.30,99.00,25.77,20.00,0.00,75.00,50.00,15.00,15.00,5.00,0.00,10.00,0.00,0.00,0.00,5.00,10.00,10.00,5.00,5.00,0.00,15.00,0.00,5.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.00,0.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,5.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,5.00,0.00,5.00,20.00,0.00,30.00,5.00,15.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,5.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,Game1-england-italy-138,3PA41K45VN4QZOO0B1VU0PTG8J87PN,1333,Game1-england-italy,Train,Game1-england-italy-138,1295,You are thinking about the right considerations re Russia/Austria.,italy-Game1,Game1-england-italy-137,Truth,Truth,england-Game1,1295,138,1905,7,9,2,Straightforward,9,66,5,27.0,18441,1.0,0.0,1.0,0.0,10,78.30,97.69,43.37,25.77,10.00,30.00,60.00,40.00,10.00,10.00,0.00,0.00,10.00,0.00,0.00,0.00,10.00,10.00,10.00,10.00,0.00,0.00,20.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,0.00,0.00,0.00,10.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,10.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,Game1-england-italy-142,3OZ4VAIBEXFWO3MYYMTQ97N7L27JVP,1343,Game1-england-italy,Train,Game1-england-italy-142,1299,The Russian units are doing things you want them to do right now.,italy-Game1,Game1-england-italy-141,Truth,Truth,england-Game1,1299,142,1905,7,9,2,Straightforward,13,65,25,23.0,19546,1.0,1.0,1.0,1.0,13,10.57,98.93,1.40,25.77,13.00,7.69,84.62,69.23,23.08,15.38,0.00,0.00,7.69,0.00,7.69,7.69,7.69,7.69,23.08,7.69,0.00,0.00,30.77,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.38,0.00,0.00,0.00,0.00,7.69,0.00,0.00,7.69,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,30.77,0.00,15.38,0.00,7.69,7.69,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.69,7.69,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Game1-england-italy-143,3HKIF5DF6YXO0UJUNF3RKC6U2I9G94,1345,Game1-england-italy,Train,Game1-england-italy-143,1300,She keeps telling me that yall are very close.,italy-Game1,Game1-england-italy-142,Truth,Truth,england-Game1,1300,143,1905,7,9,2,Straightforward,9,47,66,35.0,20618,,,,,9,1.00,99.00,4.97,25.77,9.00,11.11,100.00,66.67,44.44,33.33,11.11,0.00,11.11,11.11,0.00,11.11,0.00,0.00,11.11,11.11,0.00,0.00,33.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,33.33,0.00,0.00,11.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,22.22,0.00,11.11,0.00,11.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.11,11.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,1,1,1,1,0,Game1-england-italy-145,3LXX8KJXPW9CS70SBYGZPLFWT419OL,1347,Game1-england-italy,Train,Game1-england-italy-145,1302,"Re Tyrolia, what would you like me to do?",italy-Game1,Game1-england-italy-144,Truth,Truth,england-Game1,1302,145,1905,7,9,2,Straightforward,9,41,53,36.0,9643,1.0,1.0,1.0,1.0,9,4.69,86.68,1.00,99.00,9.00,22.22,77.78,66.67,33.33,22.22,11.11,0.00,11.11,0.00,0.00,11.11,0.00,11.11,22.22,0.00,0.00,0.00,33.33,0.00,0.00,11.11,0.00,0.00,11.11,11.11,0.00,0.00,0.00,0.00,11.11,0.00,0.00,0.00,0.00,11.11,0.00,0.00,11.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,22.22,0.00,11.11,0.00,0.00,11.11,0.00,0.00,0.00,0.00,0.00,0.00
0,0,1,0,1,0,0,0,0,0,1,1,1,1,0,0,1,1,1,0,0,Game1-england-italy-146,3BA7SXOG1JQFBF9YYYRPJKPQKLZ8R0,1352,Game1-england-italy,Train,Game1-england-italy-146,1303,Your advice to me is consistent with that.,england-Game1,Game1-england-italy-145,Truth,Truth,italy-Game1,1303,146,1905,5,3,-2,Straightforward,8,42,4,15.0,13452,1.0,1.0,1.0,1.0,8,38.60,99.00,7.84,25.77,8.00,12.50,87.50,75.00,37.50,25.00,12.50,0.00,12.50,0.00,0.00,12.50,0.00,25.00,12.50,0.00,0.00,0.00,12.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.50,12.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,Game1-england-italy-148,302OLP89DZ7PO1DUDZL8QGWZA82CA8,1355,Game1-england-italy,Train,Game1-england-italy-148,1305,"I could see you feeling like you need to get some builds promptly, and so you pick off a Russian unit or two.",italy-Game1,Game1-england-italy-147,Truth,Truth,england-Game1,1305,148,1905,7,9,2,Straightforward,23,109,95,57.0,3202,1.0,1.0,1.0,0.0,23,47.75,95.89,2.02,25.77,23.00,13.04,82.61,52.17,17.39,17.39,4.35,0.00,13.04,0.00,0.00,0.00,4.35,13.04,4.35,4.35,13.04,0.00,26.09,0.00,4.35,0.00,4.35,4.35,0.00,0.00,0.00,0.00,0.00,0.00,13.04,0.00,0.00,0.00,0.00,26.09,4.35,4.35,8.70,8.70,0.00,4.35,8.70,4.35,0.00,4.35,0.00,0.00,0.00,0.00,0.00,4.35,0.00,0.00,0.00,4.35,0.00,0.00,17.39,0.00,4.35,0.00,4.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.70,4.35,4.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0,0,1,0,1,1,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,Game1-england-italy-150,3LB1BGHFL2W760D8FRUEICEA1LZTYC,1359,Game1-england-italy,Train,Game1-england-italy-150,1307,I dont think you need to be in a hurry there.,italy-Game1,Game1-england-italy-149,Truth,Truth,england-Game1,1307,150,1905,7,9,2,Straightforward,11,46,47,7.0,19797,1.0,1.0,1.0,1.0,11,32.58,50.00,85.21,25.77,11.00,0.00,100.00,72.73,18.18,18.18,9.09,0.00,9.09,0.00,0.00,0.00,9.09,18.18,18.18,9.09,0.00,9.09,36.36,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.09,0.00,0.00,0.00,0.00,18.18,9.09,0.00,9.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,36.36,0.00,18.18,0.00,9.09,9.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.09,9.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0,0,1,0,1,1,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,Game1-england-italy-150,3PCPFX4U40QOET4LTX8VOMW7B3CQF0,1358,Game1-england-italy,Train,Game1-england-italy-150,1307,But my advice about what you should do really is my opinion about the best way to approach it from your perspective.,italy-Game1,Game1-england-italy-149,Truth,Truth,england-Game1,1307,150,1905,7,9,2,Straightforward,22,116,96,35.0,20549,0.0,0.0,,0.0,22,13.54,67.52,85.21,94.75,22.00,13.64,100.00,72.73,27.27,18.18,9.09,0.00,9.09,0.00,0.00,9.09,4.55,18.18,13.64,13.64,4.55,0.00,13.64,4.55,4.55,4.55,0.00,0.00,4.55,4.55,0.00,0.00,0.00,0.00,13.64,0.00,0.00,0.00,0.00,22.73,4.55,0.00,4.55,4.55,0.00,9.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.09,0.00,4.55,4.55,9.09,0.00,0.00,9.09,0.00,9.09,4.55,4.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.55,4.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,Game1-england-italy-152,3MQY1YVHS3KH9TQKMKWY9E7JGZAB2T,1364,Game1-england-italy,Train,Game1-england-italy-152,1309,"I will get a little annoyed if the admin cuts us off at 1910 though, as I think my endgame is a little past that.",england-Game1,Game1-england-italy-151,Truth,Truth,italy-Game1,1309,152,1905,5,3,-2,Straightforward,25,113,60,58.0,16165,1.0,1.0,1.0,1.0,25,52.71,11.52,99.00,1.00,25.00,8.00,84.00,60.00,20.00,16.00,12.00,4.00,0.00,0.00,0.00,4.00,12.00,12.00,8.00,4.00,12.00,0.00,16.00,4.00,4.00,0.00,4.00,0.00,4.00,0.00,4.00,0.00,4.00,0.00,4.00,0.00,0.00,0.00,0.00,12.00,4.00,0.00,4.00,4.00,0.00,8.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00,4.00,0.00,0.00,4.00,0.00,4.00,12.00,4.00,20.00,0.00,16.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00,4.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,Game1-england-italy-153,3XBXDSS888JUNIFT1M6LD7XK52PXLD,1367,Game1-england-italy,Train,Game1-england-italy-153,1310,"Germany hoped I would just give up denmark this fall, and that was her explanation of the kie move.",england-Game1,Game1-england-italy-152,Truth,Truth,italy-Game1,1310,153,1905,5,3,-2,Straightforward,19,99,52,67.0,17761,0.0,0.0,0.0,0.0,19,35.06,70.08,4.05,97.58,19.00,15.79,84.21,57.89,21.05,10.53,5.26,0.00,0.00,5.26,0.00,10.53,5.26,10.53,10.53,5.26,5.26,0.00,26.32,0.00,0.00,0.00,0.00,0.00,5.26,5.26,0.00,0.00,0.00,0.00,10.53,0.00,0.00,5.26,0.00,15.79,5.26,0.00,10.53,5.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.26,0.00,0.00,5.26,0.00,0.00,10.53,10.53,0.00,15.79,10.53,5.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.53,5.26,5.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,0,0,Game1-england-italy-161,3RZS0FBRWKAWB5JW2I35GBLU9U1CPN,1383,Game1-england-italy,Train,Game1-england-italy-161,1327,My best guess is that Tyrolia and Galicia will bounce in Vienna.,italy-Game1,Game1-england-italy-160,Truth,Truth,england-Game1,1327,161,1905,7,9,2,Straightforward,12,64,47,52.0,9171,1.0,1.0,1.0,1.0,12,18.82,20.24,74.76,99.00,12.00,16.67,75.00,50.00,16.67,8.33,8.33,0.00,0.00,0.00,0.00,8.33,0.00,8.33,16.67,0.00,8.33,0.00,25.00,8.33,8.33,0.00,0.00,0.00,8.33,8.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.33,0.00,0.00,0.00,8.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.33,0.00,8.33,8.33,8.33,0.00,0.00,25.00,8.33,16.67,8.33,8.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.33,8.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,0,0,Game1-england-italy-161,3ZRKL6Z1E83659FTWL3I17BKU61SGU,1384,Game1-england-italy,Train,Game1-england-italy-161,1327,"If you just use Bohemia to support Tyrolia in, then Austria doesnt get a build and you likely break up Italy and Austria.",italy-Game1,Game1-england-italy-160,Truth,Truth,england-Game1,1327,161,1905,7,9,2,Straightforward,23,122,7,67.0,4776,1.0,1.0,1.0,1.0,23,47.75,80.77,27.39,99.00,23.00,26.09,73.91,52.17,8.70,8.70,0.00,0.00,8.70,0.00,0.00,0.00,4.35,13.04,4.35,4.35,17.39,4.35,21.74,0.00,0.00,0.00,0.00,0.00,8.70,8.70,0.00,0.00,0.00,0.00,8.70,0.00,0.00,0.00,0.00,8.70,0.00,4.35,4.35,4.35,0.00,4.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.70,0.00,0.00,4.35,4.35,0.00,0.00,17.39,4.35,17.39,0.00,8.70,4.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.70,4.35,4.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,Game1-england-italy-167,3E9ZFLPWOYSSXH7NGJ98LR5SOYTXIX,1392,Game1-england-italy,Train,Game1-england-italy-167,1334,But it would be very dramatic if you successfully supported Boh to Mun,england-Game1,Game1-england-italy-166,Truth,Truth,italy-Game1,1334,167,1905,5,3,-2,Straightforward,13,70,71,52.0,19562,1.0,1.0,1.0,1.0,13,3.62,50.00,1.00,99.00,13.00,23.08,84.62,61.54,15.38,7.69,0.00,0.00,7.69,0.00,0.00,7.69,0.00,7.69,15.38,7.69,15.38,0.00,15.38,0.00,0.00,0.00,0.00,0.00,15.38,15.38,0.00,0.00,0.00,0.00,7.69,0.00,0.00,0.00,0.00,23.08,0.00,0.00,15.38,7.69,0.00,15.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.69,0.00,7.69,0.00,7.69,0.00,7.69,7.69,0.00,0.00,0.00,0.00,0.00,7.69,7.69,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,Game1-england-italy-169,36MUZ9VAE622J60KT0I56548GNCDE4,1394,Game1-england-italy,Train,Game1-england-italy-169,1348,"well, russia had the right idea, but didn't choose the right one to support.",england-Game1,Game1-england-italy-168,Truth,Truth,italy-Game1,1348,169,1905,5,3,-2,Straightforward,14,76,83,59.0,16789,0.0,0.0,0.0,0.0,14,68.29,1.67,99.00,99.00,14.00,7.14,92.86,50.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.29,7.14,14.29,7.14,7.14,7.14,21.43,0.00,0.00,0.00,7.14,0.00,14.29,14.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,28.57,14.29,0.00,0.00,0.00,0.00,14.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.29,7.14,0.00,14.29,0.00,14.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.14,0.00,0.00,0.00,7.14,0.00,28.57,7.14,14.29,0.00,0.00,0.00,0.00,0.00,0.00,7.14,0.00,0.00
0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,Game1-england-italy-173,3Y3CZJSZ9KTWOXQW00KM70FZIV25RZ,1407,Game1-england-italy,Train,Game1-england-italy-173,1360,"I think France hates me the most (despite me having taken none of his territories) and as a result will probably hold onto Brest until the end, or maybe even go for LVP or something.",england-Game1,Game1-england-italy-172,Truth,Truth,italy-Game1,1360,173,1905,5,2,-3,Straightforward,35,182,43,42.0,14772,1.0,1.0,1.0,1.0,35,52.71,4.35,95.88,1.91,35.00,11.43,88.57,65.71,14.29,11.43,8.57,0.00,0.00,2.86,0.00,2.86,8.57,17.14,5.71,8.57,14.29,2.86,17.14,5.71,5.71,0.00,0.00,5.71,2.86,0.00,2.86,0.00,2.86,0.00,2.86,0.00,0.00,0.00,2.86,25.71,2.86,2.86,0.00,17.14,0.00,8.57,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.86,0.00,0.00,0.00,2.86,0.00,2.86,8.57,2.86,14.29,2.86,5.71,5.71,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.43,2.86,2.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.71,0.00
0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,Game1-england-italy-175,36FFXPMST9O57DIB9A4R22DKCH4OHL,1413,Game1-england-italy,Train,Game1-england-italy-175,1408,Like why not just give me denmark and why not just leave Nth open.,england-Game1,Game1-england-italy-174,Truth,Truth,italy-Game1,1408,175,1906,5,2,-3,Straightforward,14,70,38,11.0,4358,1.0,1.0,1.0,1.0,14,1.92,1.00,99.00,25.77,14.00,7.14,85.71,64.29,7.14,7.14,7.14,0.00,0.00,0.00,0.00,0.00,0.00,7.14,0.00,28.57,7.14,14.29,21.43,0.00,7.14,14.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.14,0.00,0.00,0.00,0.00,28.57,0.00,14.29,0.00,0.00,0.00,14.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,21.43,0.00,14.29,7.14,7.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.14,7.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,Game1-england-italy-176,33BFF6QPI1BYIEKELB6ZF2PWWESW35,1416,Game1-england-italy,Train,Game1-england-italy-176,1417,Just sort of feeling me out on whether Id be okay with her working with France.,italy-Game1,Game1-england-italy-175,Truth,Truth,england-Game1,1417,176,1906,8,11,3,Straightforward,16,80,33,66.0,17946,1.0,1.0,1.0,1.0,16,72.69,10.58,95.60,99.00,16.00,18.75,93.75,68.75,18.75,18.75,12.50,0.00,0.00,6.25,0.00,0.00,0.00,31.25,12.50,6.25,6.25,0.00,25.00,0.00,0.00,6.25,0.00,0.00,6.25,6.25,0.00,0.00,0.00,0.00,6.25,0.00,0.00,6.25,0.00,18.75,6.25,0.00,0.00,6.25,0.00,6.25,6.25,0.00,0.00,6.25,0.00,0.00,0.00,0.00,0.00,6.25,0.00,6.25,0.00,0.00,0.00,0.00,6.25,0.00,12.50,0.00,12.50,0.00,6.25,0.00,0.00,0.00,0.00,0.00,6.25,0.00,0.00,6.25,0.00,0.00,6.25,6.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0,0,1,0,1,0,0,0,0,1,1,1,1,0,0,0,1,1,1,0,0,Game1-england-italy-180,39HYCOOPKOL0VUSXAY6OJD9HPPYMDX,1428,Game1-england-italy,Train,Game1-england-italy-180,1428,That means hes been working on Germany.,italy-Game1,Game1-england-italy-179,Truth,Truth,england-Game1,1428,180,1906,8,11,3,Straightforward,7,40,57,18.0,19276,1.0,1.0,1.0,1.0,7,5.89,92.33,13.15,25.77,7.00,28.57,85.71,57.14,28.57,14.29,0.00,0.00,0.00,14.29,0.00,14.29,0.00,14.29,28.57,0.00,0.00,0.00,57.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.29,0.00,0.00,0.00,14.29,14.29,14.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.29,0.00,14.29,0.00,0.00,0.00,14.29,28.57,0.00,14.29,0.00,14.29,0.00,14.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.29,14.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0,0,1,0,1,0,0,0,0,1,1,1,1,0,0,0,1,1,1,0,0,Game1-england-italy-180,3S4TINXCC0NVG0FP9IUVGRAMH4ZOB5,1427,Game1-england-italy,Train,Game1-england-italy-180,1428,He hasnt been talking to me anymore and he hasnt been trying to turn you.,italy-Game1,Game1-england-italy-179,Truth,Truth,england-Game1,1428,180,1906,8,11,3,Straightforward,15,75,89,8.0,17732,1.0,1.0,1.0,1.0,15,1.00,50.00,43.37,25.77,15.00,13.33,100.00,80.00,33.33,26.67,6.67,0.00,6.67,13.33,0.00,6.67,0.00,13.33,26.67,0.00,6.67,13.33,46.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,26.67,0.00,0.00,0.00,13.33,20.00,0.00,0.00,0.00,6.67,0.00,13.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.67,0.00,6.67,0.00,0.00,0.00,13.33,20.00,0.00,13.33,6.67,0.00,6.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.67,6.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
